pdf_path,relative_path,top_category,second_category,bytes,last_write_time,sample_pypdf_status,sample_pypdf_pages,sample_pypdf_error
H:\내 드라이브\5.기타\2007헌나843.pdf,5.기타\2007헌나843.pdf,5.기타,2007헌나843.pdf,11613820,2026-03-08T22:20:03,OK,38,
H:\내 드라이브\5.기타\2015헌라1.pdf,5.기타\2015헌라1.pdf,5.기타,2015헌라1.pdf,868638,2026-03-08T22:19:52,OK,64,
H:\내 드라이브\5.기타\개인\과외.pdf,5.기타\개인\과외.pdf,5.기타,개인,614307,2026-01-08T20:02:18,OK,3,
H:\내 드라이브\5.기타\개인\자금사용계획서.pdf,5.기타\개인\자금사용계획서.pdf,5.기타,개인,86683,2026-01-26T13:05:24,OK,1,
H:\내 드라이브\5.기타\경제\리스크.ppt.pdf,5.기타\경제\리스크.ppt.pdf,5.기타,경제,3900944,2026-01-08T20:02:27,OK,63,
H:\내 드라이브\5.기타\경제학\[2주차_강의자료]_시장경제.pdf,5.기타\경제학\[2주차_강의자료]_시장경제.pdf,5.기타,경제학,2239426,2025-03-08T04:48:58,OK,8,
H:\내 드라이브\5.기타\경제학\[2주차_강의자료]_시장경제_1.pdf,5.기타\경제학\[2주차_강의자료]_시장경제_1.pdf,5.기타,경제학,3091266,2026-01-08T20:02:21,OK,8,
H:\내 드라이브\5.기타\경제학\[3주차_강의자료]_경제발전과_지속가능발전.pdf,5.기타\경제학\[3주차_강의자료]_경제발전과_지속가능발전.pdf,5.기타,경제학,4719501,2025-03-08T04:48:58,OK,37,
H:\내 드라이브\5.기타\경제학\[3주차_강의자료]_경제발전과_지속가능발전_1.pdf,5.기타\경제학\[3주차_강의자료]_경제발전과_지속가능발전_1.pdf,5.기타,경제학,5329754,2026-01-08T20:02:22,OK,37,
H:\내 드라이브\5.기타\경제학\10주_한국경제_80년대_녹음_파일.pdf,5.기타\경제학\10주_한국경제_80년대_녹음_파일.pdf,5.기타,경제학,2568589,2025-03-08T04:52:44,OK,21,
H:\내 드라이브\5.기타\경제학\10주_한국경제_80년대_녹음_파일_1.pdf,5.기타\경제학\10주_한국경제_80년대_녹음_파일_1.pdf,5.기타,경제학,359199,2026-01-08T20:02:25,OK,21,
H:\내 드라이브\5.기타\경제학\2020_경제위기_이후_녹음_파일.pdf,5.기타\경제학\2020_경제위기_이후_녹음_파일.pdf,5.기타,경제학,2493162,2025-03-08T04:52:44,OK,43,
H:\내 드라이브\5.기타\경제학\2020_경제위기_이후_녹음_파일_1.pdf,5.기타\경제학\2020_경제위기_이후_녹음_파일_1.pdf,5.기타,경제학,1084847,2026-01-08T20:02:26,OK,43,
H:\내 드라이브\5.기타\경제학\2020_한국경제_90년대_녹음_파일.pdf,5.기타\경제학\2020_한국경제_90년대_녹음_파일.pdf,5.기타,경제학,483629,2025-03-08T04:52:40,OK,38,
H:\내 드라이브\5.기타\경제학\2020_한국경제_90년대_녹음_파일_1.pdf,5.기타\경제학\2020_한국경제_90년대_녹음_파일_1.pdf,5.기타,경제학,192674,2026-01-08T20:02:25,OK,38,
H:\내 드라이브\5.기타\경제학\2021_원조의_경제적_접근_녹음_파일.pdf,5.기타\경제학\2021_원조의_경제적_접근_녹음_파일.pdf,5.기타,경제학,1851428,2025-03-08T04:52:50,OK,46,
H:\내 드라이브\5.기타\경제학\개발경제학_소개_윤미경_외_녹음파일.pdf,5.기타\경제학\개발경제학_소개_윤미경_외_녹음파일.pdf,5.기타,경제학,1111181,2025-03-08T04:52:48,OK,28,
H:\내 드라이브\5.기타\경제학\개발협력\2021_개발재원.pdf,5.기타\경제학\개발협력\2021_개발재원.pdf,5.기타,경제학,751264,2025-03-08T04:52:54,OK,9,
H:\내 드라이브\5.기타\경제학\개발협력\2021_개발협력_수원국_사례_녹음.pdf,5.기타\경제학\개발협력\2021_개발협력_수원국_사례_녹음.pdf,5.기타,경제학,883495,2025-03-08T04:52:52,OK,23,
H:\내 드라이브\5.기타\경제학\개발협력\2021_국제기구_원조_녹음_파일.pdf,5.기타\경제학\개발협력\2021_국제기구_원조_녹음_파일.pdf,5.기타,경제학,1170701,2025-03-08T04:52:50,OK,26,
H:\내 드라이브\5.기타\경제학\개발협력\2021_원조_공여국_한국_녹음파일.pdf,5.기타\경제학\개발협력\2021_원조_공여국_한국_녹음파일.pdf,5.기타,경제학,1304670,2025-03-08T04:52:48,OK,26,
H:\내 드라이브\5.기타\경제학\개발협력\강광하_정책결정체계_2008.pdf,5.기타\경제학\개발협력\강광하_정책결정체계_2008.pdf,5.기타,경제학,3566207,2025-03-08T04:52:40,OK,401,
H:\내 드라이브\5.기타\경제학\개발협력\개발협력_2021_이기심과_이타심.pdf,5.기타\경제학\개발협력\개발협력_2021_이기심과_이타심.pdf,5.기타,경제학,319983,2025-03-08T04:52:48,OK,6,
H:\내 드라이브\5.기타\경제학\개발협력\개발협력_2021_전쟁원조_녹음.pdf,5.기타\경제학\개발협력\개발협력_2021_전쟁원조_녹음.pdf,5.기타,경제학,2312597,2025-03-08T04:52:48,OK,27,
H:\내 드라이브\5.기타\경제학\개발협력\사회적_이동성.pdf,5.기타\경제학\개발협력\사회적_이동성.pdf,5.기타,경제학,1130220,2026-01-08T20:02:22,OK,22,
H:\내 드라이브\5.기타\경제학\개발협력\사회적_이동성_2020_녹음파일.pdf,5.기타\경제학\개발협력\사회적_이동성_2020_녹음파일.pdf,5.기타,경제학,1689575,2025-03-08T04:52:34,OK,22,
H:\내 드라이브\5.기타\경제학\개발협력\윤미경_외_개도국_발전제약요인_진단_2020_KDI.pdf,5.기타\경제학\개발협력\윤미경_외_개도국_발전제약요인_진단_2020_KDI.pdf,5.기타,경제학,2282682,2025-03-08T04:49:22,OK,210,
H:\내 드라이브\5.기타\경제학\개발협력\한국의_원조_교육_녹음파일.pdf,5.기타\경제학\개발협력\한국의_원조_교육_녹음파일.pdf,5.기타,경제학,3160351,2025-03-08T04:52:48,OK,28,
H:\내 드라이브\5.기타\경제학\경제사\경제사강의자료1.pdf,5.기타\경제학\경제사\경제사강의자료1.pdf,5.기타,경제학,1413766,2026-01-08T20:02:24,OK,38,
H:\내 드라이브\로스쿨 입시\1학년때_3대_빅펌에_컨펌받은_비SKY로스쿨_출신이_전하는_1학년_학습꿀_Tip_1.pdf,로스쿨 입시\1학년때_3대_빅펌에_컨펌받은_비SKY로스쿨_출신이_전하는_1학년_학습꿀_Tip_1.pdf,로스쿨 입시,1학년때_3대_빅펌에_컨펌받은_비SKY로스쿨_출신이_전하는_1학년_학습꿀_Tip_1.pdf,521289,2025-12-20T08:39:24,OK,7,
"H:\내 드라이브\로스쿨 입시\LEET\1-06_논리개념_매뉴얼_5.0_-_지문독해,_선지판단,_논리퀴즈를_한꺼_3c_r6_2d.pdf","로스쿨 입시\LEET\1-06_논리개념_매뉴얼_5.0_-_지문독해,_선지판단,_논리퀴즈를_한꺼_3c_r6_2d.pdf",로스쿨 입시,LEET,333693146,2025-08-12T23:54:44,OK,717,
H:\내 드라이브\로스쿨 입시\LEET\1-07_코어_논리학.pdf,로스쿨 입시\LEET\1-07_코어_논리학.pdf,로스쿨 입시,LEET,171076766,2025-12-29T12:52:23,OK,493,
H:\내 드라이브\로스쿨 입시\LEET\1-44_논리_개념_메뉴얼.pdf,로스쿨 입시\LEET\1-44_논리_개념_메뉴얼.pdf,로스쿨 입시,LEET,333693146,2026-02-18T15:52:36,OK,717,
H:\내 드라이브\로스쿨 입시\LEET\2._2022_5급_자료해석_나.pdf,로스쿨 입시\LEET\2._2022_5급_자료해석_나.pdf,로스쿨 입시,LEET,3654604,2026-02-19T12:45:04,OK,68,
H:\내 드라이브\로스쿨 입시\LEET\2022년_LEET_추리논증_정답.pdf의_사본_191953416699.pdf,로스쿨 입시\LEET\2022년_LEET_추리논증_정답.pdf의_사본_191953416699.pdf,로스쿨 입시,LEET,154541,2026-03-17T12:22:33,OK,2,
H:\내 드라이브\로스쿨 입시\LEET\2022년_리트_언어이해_정답.pdf의_사본_191953944575.pdf,로스쿨 입시\LEET\2022년_리트_언어이해_정답.pdf의_사본_191953944575.pdf,로스쿨 입시,LEET,848469,2026-03-17T12:22:34,OK,4,
H:\내 드라이브\로스쿨 입시\LEET\2022년_리트_언어이해홀수형.pdf의_사본_191953965868.pdf,로스쿨 입시\LEET\2022년_리트_언어이해홀수형.pdf의_사본_191953965868.pdf,로스쿨 입시,LEET,17389321,2026-03-17T12:22:34,OK,15,
H:\내 드라이브\로스쿨 입시\LEET\2022년_리트_추리논증홀수형.pdf의_사본_191953386722.pdf,로스쿨 입시\LEET\2022년_리트_추리논증홀수형.pdf의_사본_191953386722.pdf,로스쿨 입시,LEET,20272721,2026-03-17T12:22:33,OK,20,
H:\내 드라이브\로스쿨 입시\LEET\2022년_입법고시_PSAT_언어논리가책형_문제.pdf의_사본_191954324360.pdf,로스쿨 입시\LEET\2022년_입법고시_PSAT_언어논리가책형_문제.pdf의_사본_191954324360.pdf,로스쿨 입시,LEET,53027377,2026-03-17T12:22:34,OK,67,
H:\내 드라이브\로스쿨 입시\LEET\2023학년도_법학적성시험_언어이해_정답.pdf의_사본_191953655008.pdf,로스쿨 입시\LEET\2023학년도_법학적성시험_언어이해_정답.pdf의_사본_191953655008.pdf,로스쿨 입시,LEET,1794416,2026-03-17T12:22:33,OK,2,
H:\내 드라이브\로스쿨 입시\LEET\20언어이해.pdf의_사본_191953678829.pdf,로스쿨 입시\LEET\20언어이해.pdf의_사본_191953678829.pdf,로스쿨 입시,LEET,20428646,2026-03-17T12:22:33,OK,15,
H:\내 드라이브\로스쿨 입시\LEET\20언어이해정답.pdf의_사본_191953712604.pdf,로스쿨 입시\LEET\20언어이해정답.pdf의_사본_191953712604.pdf,로스쿨 입시,LEET,530203,2026-03-17T12:22:34,OK,3,
H:\내 드라이브\로스쿨 입시\LEET\20언어이해정답_1.pdf의_사본_191953693616.pdf,로스쿨 입시\LEET\20언어이해정답_1.pdf의_사본_191953693616.pdf,로스쿨 입시,LEET,513042,2026-03-17T12:22:34,OK,3,
H:\내 드라이브\로스쿨 입시\LEET\20추리논증.pdf의_사본_191953730912.pdf,로스쿨 입시\LEET\20추리논증.pdf의_사본_191953730912.pdf,로스쿨 입시,LEET,17772324,2026-03-17T12:22:34,OK,20,
H:\내 드라이브\로스쿨 입시\LEET\20추리논증정답.pdf의_사본_191953748496.pdf,로스쿨 입시\LEET\20추리논증정답.pdf의_사본_191953748496.pdf,로스쿨 입시,LEET,460144,2026-03-17T12:22:34,OK,3,
H:\내 드라이브\로스쿨 입시\LEET\23년도_5급_정답.pdf,로스쿨 입시\LEET\23년도_5급_정답.pdf,로스쿨 입시,LEET,2732449,2026-02-19T12:45:04,OK,49,
H:\내 드라이브\로스쿨 입시\LEET\5-06_양상논리학.pdf,로스쿨 입시\LEET\5-06_양상논리학.pdf,로스쿨 입시,LEET,197675,2026-01-05T17:28:09,OK,6,
H:\내 드라이브\로스쿨 입시\LEET\5-109_리트_풀이법.pdf,로스쿨 입시\LEET\5-109_리트_풀이법.pdf,로스쿨 입시,LEET,876630,2025-12-29T12:49:37,OK,26,
H:\내 드라이브\로스쿨 입시\LEET\LEET_1080_1_리트_총정리.pdf,로스쿨 입시\LEET\LEET_1080_1_리트_총정리.pdf,로스쿨 입시,LEET,6685665,2026-02-19T12:45:04,OK,9,
H:\내 드라이브\로스쿨 입시\LEET\LEET_강화약화.pdf,로스쿨 입시\LEET\LEET_강화약화.pdf,로스쿨 입시,LEET,3322476,2026-01-08T20:02:28,OK,5,
H:\내 드라이브\로스쿨 입시\LEET\LEET_리트_총정리.pdf,로스쿨 입시\LEET\LEET_리트_총정리.pdf,로스쿨 입시,LEET,10742987,2026-02-19T12:45:05,OK,38,
H:\내 드라이브\로스쿨 입시\LEET\LEET_리트_풀이법.pdf,로스쿨 입시\LEET\LEET_리트_풀이법.pdf,로스쿨 입시,LEET,876630,2026-02-19T12:45:05,OK,26,
H:\내 드라이브\로스쿨 입시\LEET\LEET_리트_풀이법_1.pdf,로스쿨 입시\LEET\LEET_리트_풀이법_1.pdf,로스쿨 입시,LEET,3211504,2026-02-19T12:45:05,OK,24,
H:\내 드라이브\로스쿨 입시\LEET\LEET_시험_대비_최종_보고서.pdf의_사본.pdf,로스쿨 입시\LEET\LEET_시험_대비_최종_보고서.pdf의_사본.pdf,로스쿨 입시,LEET,758011,2026-02-18T15:52:34,OK,16,
H:\내 드라이브\로스쿨 입시\LEET\LEET_정리_1.pdf,로스쿨 입시\LEET\LEET_정리_1.pdf,로스쿨 입시,LEET,3470140,2026-01-08T20:02:18,OK,7,
H:\내 드라이브\로스쿨 입시\LEET\LEET_하루리트.pdf,로스쿨 입시\LEET\LEET_하루리트.pdf,로스쿨 입시,LEET,202586489,2026-02-19T12:45:05,OK,417,
H:\내 드라이브\로스쿨 입시\LEET\LEET_하루리트_Lv.3.pdf,로스쿨 입시\LEET\LEET_하루리트_Lv.3.pdf,로스쿨 입시,LEET,263738960,2026-02-19T12:45:05,OK,402,
H:\내 드라이브\로스쿨 입시\LEET\LEET_하루리트_lv_1.pdf,로스쿨 입시\LEET\LEET_하루리트_lv_1.pdf,로스쿨 입시,LEET,436631181,2026-02-19T12:45:05,OK,500,
H:\내 드라이브\로스쿨 입시\LEET\교재\ESSENCE_-_본질.pdf,로스쿨 입시\LEET\교재\ESSENCE_-_본질.pdf,로스쿨 입시,LEET,302903323,2025-08-12T23:54:44,OK,601,
