pdf_path,relative_path,top_category,second_category,bytes,last_write_time,full_pypdf_status,full_pypdf_pages,full_pypdf_error,full_pypdf_elapsed_ms,current_exists,review_status,fitz_ok,fitz_pages,fitz_error,review_note
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2015년도_제2차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2015년도_제2차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사,기출,565248,2023-04-03T23:46:18,OK,53,,61,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2015년도_제2차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2015년도_제2차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사,기출,261237,2023-04-03T23:46:00,OK,3,,53,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2016년도_제1차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2016년도_제1차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사,기출,153832,2023-04-05T20:28:46,OK,7,,51,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2016년도_제3차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2016년도_제3차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사,기출,201223,2023-04-05T23:25:20,OK,7,,54,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2017년도_제3차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2017년도_제3차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사,기출,625044,2023-04-06T00:47:44,OK,53,,68,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2017년도_제3차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2017년도_제3차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사,기출,155218,2023-04-06T00:47:08,OK,6,,52,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2020년도_제1차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2020년도_제1차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사,기출,614450,2023-04-06T19:00:02,OK,52,,76,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2020년도_제1차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2020년도_제1차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사,기출,159697,2023-04-06T18:59:50,OK,6,,52,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2020년도_제2차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2020년도_제2차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사,기출,574343,2023-03-28T00:02:10,OK,52,,61,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2020년도_제3차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2020년도_제3차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사,기출,550284,2023-03-28T00:12:00,OK,53,,72,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2020년도_제3차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2020년도_제3차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사,기출,163229,2023-03-28T00:12:30,OK,7,,66,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2021년도_제1차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2021년도_제1차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사,기출,667107,2023-04-06T21:59:12,OK,25,,80,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2021년도_제1차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2021년도_제1차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사,기출,165473,2023-04-06T21:59:18,OK,3,,11069,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2021년도_제2차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2021년도_제2차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사,기출,991219,2023-04-06T22:04:56,OK,54,,74,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2021년도_제2차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2021년도_제2차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사,기출,237011,2023-04-06T22:04:36,OK,7,,52,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2021년도_제3차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2021년도_제3차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사,기출,627634,2023-04-06T22:16:24,OK,52,,78,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2021년도_제3차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2021년도_제3차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사,기출,157352,2023-04-06T22:16:40,OK,4,,54,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2022년도_제1차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2022년도_제1차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사,기출,583179,2023-04-06T22:45:06,OK,53,,81,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2022년도_제1차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2022년도_제1차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사,기출,178041,2023-04-06T22:45:30,OK,8,,55,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2022년도_제2차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2022년도_제2차_변호사시험_모의시험_형사법_기록형_문제.pdf,2.형사,기출,552697,2023-04-06T23:02:08,OK,26,,160,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\모의고사\3._2022년도_제2차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사\기출\변호사시험\기출\모의고사\3._2022년도_제2차_변호사시험_모의시험_형사법_기록형_채점기준표.pdf,2.형사,기출,156381,2023-04-06T23:01:48,OK,4,,62,True,OK,,,,
H:\내 드라이브\2.형사\기출\변호사시험\기출\제1회형사기록형해설정오표.pdf,2.형사\기출\변호사시험\기출\제1회형사기록형해설정오표.pdf,2.형사,기출,36783,2023-03-27T21:20:04,OK,1,,54,True,OK,,,,
H:\내 드라이브\2.형사\기출\형사소송법의_기초이론_김환권_2025_기말고사_문제.pdf,2.형사\기출\형사소송법의_기초이론_김환권_2025_기말고사_문제.pdf,2.형사,기출,1530555,2026-02-23T22:56:42,OK,16,,88,True,OK,,,,
H:\내 드라이브\2.형사\기출\형사소송법의_기초이론_김환권_2025_중간고사_문제.pdf,2.형사\기출\형사소송법의_기초이론_김환권_2025_중간고사_문제.pdf,2.형사,기출,1901066,2026-02-23T22:46:36,OK,15,,117,True,OK,,,,
H:\내 드라이브\2.형사\기출\형소법_김진_2025_기말고사_답안_정리_나일선.pdf,2.형사\기출\형소법_김진_2025_기말고사_답안_정리_나일선.pdf,2.형사,기출,773204,2026-02-24T19:20:26,OK,84,,12404,True,OK,,,,
H:\내 드라이브\2.형사\기출\형소법_김진_2025_중간고사_답안_정리_나일선.pdf,2.형사\기출\형소법_김진_2025_중간고사_답안_정리_나일선.pdf,2.형사,기출,597284,2026-02-24T19:20:26,OK,60,,79,True,OK,,,,
H:\내 드라이브\2.형사\기타\2026_레인보우_형법_OX_26.pdf,2.형사\기타\2026_레인보우_형법_OX_26.pdf,2.형사,기타,175521858,2026-03-06T16:01:10,OK,805,,17114,True,OK,,,,
H:\내 드라이브\2.형사\김기용_형법1\교재\김기용_형법총론_교안_26.pdf,2.형사\김기용_형법1\교재\김기용_형법총론_교안_26.pdf,2.형사,김기용_형법1,308558486,2026-03-02T12:54:22,OK,505,,16225,True,OK,,,,
H:\내 드라이브\2.형사\김기용_형법1\교재\김기용_형법총론_목차_26.pdf,2.형사\김기용_형법1\교재\김기용_형법총론_목차_26.pdf,2.형사,김기용_형법1,795717,2026-03-11T21:56:11,OK,4,,75,True,OK,,,,
H:\내 드라이브\2.형사\김기용_형법1\사례\김기용_형법기본강의_강평답안_26.pdf,2.형사\김기용_형법1\사례\김기용_형법기본강의_강평답안_26.pdf,2.형사,김기용_형법1,593618,2026-03-15T19:37:14,OK,4,,64,True,OK,,,,
H:\내 드라이브\2.형사\김기용_형법1\사례\김기용_형법기본강의_제1회_문제_26.pdf,2.형사\김기용_형법1\사례\김기용_형법기본강의_제1회_문제_26.pdf,2.형사,김기용_형법1,779482,2026-03-15T19:37:13,OK,2,,88,True,OK,,,,
H:\내 드라이브\2.형사\김기용_형법1\사례\김기용_형법기본강의_제1회_해설_26.pdf,2.형사\김기용_형법1\사례\김기용_형법기본강의_제1회_해설_26.pdf,2.형사,김기용_형법1,3055057,2026-03-15T19:37:14,OK,6,,125,True,OK,,,,
H:\내 드라이브\2.형사\김기용_형법1\사례\김기용_형법기본강의_제2회_문제_26.pdf,2.형사\김기용_형법1\사례\김기용_형법기본강의_제2회_문제_26.pdf,2.형사,김기용_형법1,898136,2026-03-15T19:28:23,OK,2,,74,True,OK,,,,
H:\내 드라이브\2.형사\김기용_형법1\사례\김기용_형법기본강의_제2회_해설_26.pdf,2.형사\김기용_형법1\사례\김기용_형법기본강의_제2회_해설_26.pdf,2.형사,김기용_형법1,2599697,2026-03-15T19:28:29,OK,4,,76,True,OK,,,,
H:\내 드라이브\2.형사\김성돈_형법총론\김성돈_형법총론_가담형태_25.pdf,2.형사\김성돈_형법총론\김성돈_형법총론_가담형태_25.pdf,2.형사,김성돈_형법총론,126221449,2026-03-18T18:20:43,OK,157,,708,True,OK,,,,
H:\내 드라이브\2.형사\김성돈_형법총론\김성돈_형법총론_구성요건_25.pdf,2.형사\김성돈_형법총론\김성돈_형법총론_구성요건_25.pdf,2.형사,김성돈_형법총론,204323037,2026-03-18T18:20:38,OK,252,,20412,True,OK,,,,
H:\내 드라이브\2.형사\김성돈_형법총론\김성돈_형법총론_목차_25.pdf,2.형사\김성돈_형법총론\김성돈_형법총론_목차_25.pdf,2.형사,김성돈_형법총론,31697710,2026-03-18T18:20:47,OK,57,,166,True,OK,,,,
H:\내 드라이브\2.형사\김성돈_형법총론\김성돈_형법총론_미수범론_25.pdf,2.형사\김성돈_형법총론\김성돈_형법총론_미수범론_25.pdf,2.형사,김성돈_형법총론,40696918,2026-03-18T18:20:41,OK,56,,197,True,OK,,,,
H:\내 드라이브\2.형사\김성돈_형법총론\김성돈_형법총론_범죄요소_25.pdf,2.형사\김성돈_형법총론\김성돈_형법총론_범죄요소_25.pdf,2.형사,김성돈_형법총론,36014895,2026-03-18T18:20:36,OK,46,,185,True,OK,,,,
H:\내 드라이브\2.형사\김성돈_형법총론\김성돈_형법총론_범죄체계_25.pdf,2.형사\김성돈_형법총론\김성돈_형법총론_범죄체계_25.pdf,2.형사,김성돈_형법총론,73280638,2026-03-18T18:20:36,OK,92,,7733,True,OK,,,,
H:\내 드라이브\2.형사\김성돈_형법총론\김성돈_형법총론_보안처분_25.pdf,2.형사\김성돈_형법총론\김성돈_형법총론_보안처분_25.pdf,2.형사,김성돈_형법총론,35539723,2026-03-18T18:20:46,OK,52,,171,True,OK,,,,
H:\내 드라이브\2.형사\김성돈_형법총론\김성돈_형법총론_위법성론_25.pdf,2.형사\김성돈_형법총론\김성돈_형법총론_위법성론_25.pdf,2.형사,김성돈_형법총론,102456754,2026-03-18T18:20:40,OK,128,,425,True,OK,,,,
H:\내 드라이브\2.형사\김성돈_형법총론\김성돈_형법총론_적용범위_25.pdf,2.형사\김성돈_형법총론\김성돈_형법총론_적용범위_25.pdf,2.형사,김성돈_형법총론,18229414,2026-03-18T18:20:35,OK,26,,6770,True,OK,,,,
H:\내 드라이브\2.형사\김성돈_형법총론\김성돈_형법총론_죄수경합_25.pdf,2.형사\김성돈_형법총론\김성돈_형법총론_죄수경합_25.pdf,2.형사,김성돈_형법총론,49336318,2026-03-18T18:20:44,OK,61,,230,True,OK,,,,
H:\내 드라이브\2.형사\김성돈_형법총론\김성돈_형법총론_책임론_25.pdf,2.형사\김성돈_형법총론\김성돈_형법총론_책임론_25.pdf,2.형사,김성돈_형법총론,77609801,2026-03-18T18:20:41,OK,95,,346,True,OK,,,,
H:\내 드라이브\2.형사\김성돈_형법총론\김성돈_형법총론_형벌론_25.pdf,2.형사\김성돈_형법총론\김성돈_형법총론_형벌론_25.pdf,2.형사,김성돈_형법총론,72169322,2026-03-18T18:20:46,OK,95,,13053,True,OK,,,,
H:\내 드라이브\2.형사\김성돈_형법총론\김성돈_형법총론_형법의미_25.pdf,2.형사\김성돈_형법총론\김성돈_형법총론_형법의미_25.pdf,2.형사,김성돈_형법총론,48522591,2026-03-18T18:20:35,OK,59,,219,True,OK,,,,
H:\내 드라이브\2.형사\김성돈_형법총론\김성돈_형법총론_형사제재_25.pdf,2.형사\김성돈_형법총론\김성돈_형법총론_형사제재_25.pdf,2.형사,김성돈_형법총론,7576492,2026-03-18T18:20:44,OK,12,,78,True,OK,,,,
H:\내 드라이브\2.형사\보관\내신\김환권\기출\형법연습_김환권_2025_기말사례문제_합본_나일선.pdf,2.형사\보관\내신\김환권\기출\형법연습_김환권_2025_기말사례문제_합본_나일선.pdf,2.형사,보관,917259,2026-02-24T19:46:00,OK,70,,115,True,OK,,,,
H:\내 드라이브\2.형사\보관\내신\김환권\기출\형법연습_김환권_2025_중간사례문제_합본_나일선.pdf,2.형사\보관\내신\김환권\기출\형법연습_김환권_2025_중간사례문제_합본_나일선.pdf,2.형사,보관,756957,2026-02-24T19:46:02,OK,57,,474,True,OK,,,,
H:\내 드라이브\2.형사\보관\내신\김환권\기출\형사소송절차_1_김환권_2025_기말사례문제_합본_형소_나일선.pdf,2.형사\보관\내신\김환권\기출\형사소송절차_1_김환권_2025_기말사례문제_합본_형소_나일선.pdf,2.형사,보관,601562,2026-02-24T19:46:06,OK,49,,52,True,OK,,,,
H:\내 드라이브\2.형사\보관\내신\김환권\기출\형사소송절차_1_김환권_2025_중간사례문제_합본_특형+형소_앞_나일선.pdf,2.형사\보관\내신\김환권\기출\형사소송절차_1_김환권_2025_중간사례문제_합본_특형+형소_앞_나일선.pdf,2.형사,보관,14380932,2026-02-24T19:45:54,OK,48,,95,True,OK,,,,
H:\내 드라이브\2.형사\보관\내신\안경옥\기타\형법의_기초이론II_안경옥_2025_기말_1등_답안_주태영.pdf,2.형사\보관\내신\안경옥\기타\형법의_기초이론II_안경옥_2025_기말_1등_답안_주태영.pdf,2.형사,보관,587340,2026-01-08T04:30:40,OK,4,,40,True,OK,,,,
H:\내 드라이브\2.형사\보관\내신\안경옥\기타\형법의_기초이론I_안경옥_2025_중간_1등_답안_주태영.pdf,2.형사\보관\내신\안경옥\기타\형법의_기초이론I_안경옥_2025_중간_1등_답안_주태영.pdf,2.형사,보관,825689,2026-01-08T04:30:38,OK,4,,42,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\강의자료\사례\형2_서보학_2022_기말고사_문제.pdf,2.형사\보관\서보학_형법2\강의자료\사례\형2_서보학_2022_기말고사_문제.pdf,2.형사,보관,437992,2025-12-29T21:14:42,OK,1,,11765,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\강의자료\사례\형2_서보학_2022_중간고사_문제.pdf,2.형사\보관\서보학_형법2\강의자료\사례\형2_서보학_2022_중간고사_문제.pdf,2.형사,보관,364528,2025-12-29T21:14:42,OK,1,,48,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\강의자료\사례\형2_서보학_2024_기말고사_문제.pdf,2.형사\보관\서보학_형법2\강의자료\사례\형2_서보학_2024_기말고사_문제.pdf,2.형사,보관,222443,2026-01-04T21:22:14,OK,1,,39,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\강의자료\사례\형2_서보학_2024_중간고사_문제.pdf,2.형사\보관\서보학_형법2\강의자료\사례\형2_서보학_2024_중간고사_문제.pdf,2.형사,보관,424036,2026-01-04T21:22:14,OK,1,,39,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\강의자료\사례\형2_서보학_중간고사_대비_연습용사례_장서영.pdf,2.형사\보관\서보학_형법2\강의자료\사례\형2_서보학_중간고사_대비_연습용사례_장서영.pdf,2.형사,보관,327032,2026-01-08T04:46:02,OK,45,,51,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\강의자료\사례\형법의_기초이론_2_서보학_2022_기말고사_문제.pdf,2.형사\보관\서보학_형법2\강의자료\사례\형법의_기초이론_2_서보학_2022_기말고사_문제.pdf,2.형사,보관,437992,2025-12-29T21:14:42,OK,1,,44,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\강의자료\사례\형법의_기초이론_2_서보학_2022_중간고사_문제.pdf,2.형사\보관\서보학_형법2\강의자료\사례\형법의_기초이론_2_서보학_2022_중간고사_문제.pdf,2.형사,보관,364528,2025-12-29T21:14:42,OK,1,,41,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\강의자료\사례\형법의_기초이론_2_서보학_2024_기말고사_문제.pdf,2.형사\보관\서보학_형법2\강의자료\사례\형법의_기초이론_2_서보학_2024_기말고사_문제.pdf,2.형사,보관,222443,2026-01-04T21:22:14,OK,1,,38,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\강의자료\사례\형법의_기초이론_2_서보학_2024_중간고사_문제.pdf,2.형사\보관\서보학_형법2\강의자료\사례\형법의_기초이론_2_서보학_2024_중간고사_문제.pdf,2.형사,보관,424036,2026-01-04T21:22:14,OK,1,,38,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\강의자료\사례\형법의_기초이론_2_서보학_2025_기말고사_문제.pdf,2.형사\보관\서보학_형법2\강의자료\사례\형법의_기초이론_2_서보학_2025_기말고사_문제.pdf,2.형사,보관,4233409,2026-02-03T02:01:20,OK,1,,60,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\강의자료\사례\형법의_기초이론_2_서보학_2025_중간고사_문제.pdf,2.형사\보관\서보학_형법2\강의자료\사례\형법의_기초이론_2_서보학_2025_중간고사_문제.pdf,2.형사,보관,5067509,2026-02-03T02:01:20,OK,1,,57,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\강의자료\사례\형법의_기초이론_2_서보학_중간고사_대비_연습용사례_장서영.pdf,2.형사\보관\서보학_형법2\강의자료\사례\형법의_기초이론_2_서보학_중간고사_대비_연습용사례_장서영.pdf,2.형사,보관,327032,2026-01-08T04:46:02,OK,45,,55,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\강의자료\사례\형사소송법의_기초이론_서보학_2023_기말고사_문제.pdf,2.형사\보관\서보학_형법2\강의자료\사례\형사소송법의_기초이론_서보학_2023_기말고사_문제.pdf,2.형사,보관,657114,2026-01-01T22:10:20,OK,1,,36,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\강의자료\사례\형사소송법의_기초이론_서보학_2023_중간고사_문제.pdf,2.형사\보관\서보학_형법2\강의자료\사례\형사소송법의_기초이론_서보학_2023_중간고사_문제.pdf,2.형사,보관,670034,2026-01-01T22:10:20,OK,1,,31,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\강의자료\사례\형소_서보학_2023_기말고사_문제.pdf,2.형사\보관\서보학_형법2\강의자료\사례\형소_서보학_2023_기말고사_문제.pdf,2.형사,보관,657114,2026-01-01T22:10:20,OK,1,,36,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\강의자료\사례\형소_서보학_2023_중간고사_문제.pdf,2.형사\보관\서보학_형법2\강의자료\사례\형소_서보학_2023_중간고사_문제.pdf,2.형사,보관,670034,2026-01-01T22:10:20,OK,1,,33,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\기타\서보학_형법각론_18.pdf,2.형사\보관\서보학_형법2\기타\서보학_형법각론_18.pdf,2.형사,보관,18754613,2026-01-08T04:10:36,OK,815,,665,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\기타\형2_서보학_2025_중간1등답안.pdf,2.형사\보관\서보학_형법2\기타\형2_서보학_2025_중간1등답안.pdf,2.형사,보관,110607,2026-01-08T04:07:06,OK,4,,5882,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\기타\형법의_기초이론_2_서보학_2025_중간1등답안.pdf,2.형사\보관\서보학_형법2\기타\형법의_기초이론_2_서보학_2025_중간1등답안.pdf,2.형사,보관,110607,2026-01-08T04:07:06,OK,4,,36,True,OK,,,,
H:\내 드라이브\2.형사\보관\서보학_형법2\기타\형법의_기초이론_2_서보학_ocr.pdf,2.형사\보관\서보학_형법2\기타\형법의_기초이론_2_서보학_ocr.pdf,2.형사,보관,18754613,2026-01-08T04:10:36,OK,815,,630,True,OK,,,,
H:\내 드라이브\2.형사\보관\신호진_형법요론-총론\기타\형법요론-총론_26.pdf,2.형사\보관\신호진_형법요론-총론\기타\형법요론-총론_26.pdf,2.형사,보관,447603636,2026-03-02T13:29:41,OK,674,,16287,True,OK,,,,
H:\내 드라이브\2.형사\보관\신호진_형법요론-총론\기타\형법요론-총론_목차_26.pdf,2.형사\보관\신호진_형법요론-총론\기타\형법요론-총론_목차_26.pdf,2.형사,보관,6091781,2026-03-02T13:05:07,OK,13,,98,True,OK,,,,
H:\내 드라이브\2.형사\보관\신호진_형법요론-총론\기타\형법요론-총론_범죄론_26.pdf,2.형사\보관\신호진_형법요론-총론\기타\형법요론-총론_범죄론_26.pdf,2.형사,보관,332889269,2026-03-02T13:26:50,OK,493,,10818,True,OK,,,,
H:\내 드라이브\2.형사\보관\신호진_형법요론-총론\기타\형법요론-총론_일반이론_26.pdf,2.형사\보관\신호진_형법요론-총론\기타\형법요론-총론_일반이론_26.pdf,2.형사,보관,51579552,2026-03-02T13:15:31,OK,77,,305,True,OK,,,,
H:\내 드라이브\2.형사\보관\신호진_형법요론-총론\기타\형법요론-총론_형벌론_26.pdf,2.형사\보관\신호진_형법요론-총론\기타\형법요론-총론_형벌론_26.pdf,2.형사,보관,57634064,2026-03-02T13:26:56,OK,93,,395,True,OK,,,,
H:\내 드라이브\2.형사\보관\안경옥_형법\기출\형1_안경옥_2010_기말고사_문제.pdf,2.형사\보관\안경옥_형법\기출\형1_안경옥_2010_기말고사_문제.pdf,2.형사,보관,295729,2025-12-22T03:35:46,OK,1,,167,True,OK,,,,
H:\내 드라이브\2.형사\보관\안경옥_형법\기출\형1_안경옥_2011_기말고사_문제.pdf,2.형사\보관\안경옥_형법\기출\형1_안경옥_2011_기말고사_문제.pdf,2.형사,보관,192789,2025-12-22T03:35:46,OK,1,,64,True,OK,,,,
H:\내 드라이브\2.형사\보관\안경옥_형법\기출\형1_안경옥_2011_중간고사_모범답안.pdf,2.형사\보관\안경옥_형법\기출\형1_안경옥_2011_중간고사_모범답안.pdf,2.형사,보관,229373,2025-12-22T03:35:46,OK,2,,338,True,OK,,,,
H:\내 드라이브\2.형사\보관\안경옥_형법\기출\형1_안경옥_2011_중간고사_문제.pdf,2.형사\보관\안경옥_형법\기출\형1_안경옥_2011_중간고사_문제.pdf,2.형사,보관,282848,2025-12-22T03:35:46,OK,1,,53,True,OK,,,,
H:\내 드라이브\2.형사\보관\안경옥_형법\기출\형1_안경옥_2012_기말고사_모범답안.pdf,2.형사\보관\안경옥_형법\기출\형1_안경옥_2012_기말고사_모범답안.pdf,2.형사,보관,276294,2025-12-22T03:35:46,OK,3,,71,True,OK,,,,
H:\내 드라이브\2.형사\보관\안경옥_형법\기출\형1_안경옥_2012_기말고사_문제.pdf,2.형사\보관\안경옥_형법\기출\형1_안경옥_2012_기말고사_문제.pdf,2.형사,보관,258327,2025-12-22T03:35:46,OK,2,,63,True,OK,,,,
H:\내 드라이브\2.형사\보관\안경옥_형법\기출\형1_안경옥_2012_중간고사_문제.pdf,2.형사\보관\안경옥_형법\기출\형1_안경옥_2012_중간고사_문제.pdf,2.형사,보관,213879,2025-12-22T03:35:46,OK,1,,55,True,OK,,,,
H:\내 드라이브\2.형사\보관\안경옥_형법\기출\형1_안경옥_2013_기말고사_모범답안.pdf,2.형사\보관\안경옥_형법\기출\형1_안경옥_2013_기말고사_모범답안.pdf,2.형사,보관,175985,2025-12-22T03:35:46,OK,2,,74,True,OK,,,,
H:\내 드라이브\2.형사\보관\안경옥_형법\기출\형1_안경옥_2013_기말고사_문제.pdf,2.형사\보관\안경옥_형법\기출\형1_안경옥_2013_기말고사_문제.pdf,2.형사,보관,236763,2025-12-22T03:35:46,OK,2,,128,True,OK,,,,
H:\내 드라이브\2.형사\보관\안경옥_형법\기출\형1_안경옥_2013_중간고사_모범답안.pdf,2.형사\보관\안경옥_형법\기출\형1_안경옥_2013_중간고사_모범답안.pdf,2.형사,보관,1782915,2025-12-22T03:35:46,OK,3,,88,True,OK,,,,
H:\내 드라이브\2.형사\보관\안경옥_형법\기출\형1_안경옥_2013_중간고사_문제.pdf,2.형사\보관\안경옥_형법\기출\형1_안경옥_2013_중간고사_문제.pdf,2.형사,보관,263027,2025-12-22T03:35:46,OK,1,,75,True,OK,,,,
H:\내 드라이브\2.형사\보관\안경옥_형법\기출\형1_안경옥_2014_기말고사_모범답안.pdf,2.형사\보관\안경옥_형법\기출\형1_안경옥_2014_기말고사_모범답안.pdf,2.형사,보관,331030,2025-12-22T03:35:46,OK,3,,62,True,OK,,,,
H:\내 드라이브\2.형사\보관\안경옥_형법\기출\형1_안경옥_2014_기말고사_문제.pdf,2.형사\보관\안경옥_형법\기출\형1_안경옥_2014_기말고사_문제.pdf,2.형사,보관,141896,2025-12-22T03:35:46,OK,1,,67,True,OK,,,,
H:\내 드라이브\2.형사\보관\안경옥_형법\기출\형1_안경옥_2014_중간고사_모범답안.pdf,2.형사\보관\안경옥_형법\기출\형1_안경옥_2014_중간고사_모범답안.pdf,2.형사,보관,586524,2025-12-22T03:35:46,OK,3,,75,True,OK,,,,
H:\내 드라이브\2.형사\보관\안경옥_형법\기출\형1_안경옥_2014_중간고사_문제.pdf,2.형사\보관\안경옥_형법\기출\형1_안경옥_2014_중간고사_문제.pdf,2.형사,보관,227469,2025-12-22T03:35:46,OK,2,,70,True,OK,,,,
